416,201,	1.0,0.14925373134328357,
27,201,	0.2,0.0029850746268656717,
31,201,	0.046511627906976744,0.011940298507462687,
177,201,	0.07692307692307693,0.0029850746268656717,
112,201,	0.019867549668874173,0.008955223880597015,
249,201,	0.09090909090909091,0.014925373134328358,
268,201,	0.045454545454545456,0.011940298507462687,
12,201,	0.10344827586206896,0.01791044776119403,
116,201,	0.13793103448275862,0.011940298507462687,
428,201,	1.0,0.1582089552238806,
179,201,	1.0,0.14925373134328357,
159,201,	0.125,0.005970149253731343,
349,201,	0.014814814814814815,0.005970149253731343,
396,201,	0.13333333333333333,0.005970149253731343,
353,201,	0.12121212121212122,0.011940298507462687,
191,201,	1.0,0.1582089552238806,
414,201,	0.09090909090909091,0.0029850746268656717,
173,72,201,	0.19767441860465115,0.15223880597014924,
452,410,201,	0.23979591836734693,0.14029850746268657,
43,361,201,	0.10511363636363637,0.11044776119402985,
12,31,201,	0.08974358974358974,0.020895522388059702,
72,136,201,	0.05172413793103448,0.008955223880597015,
79,355,201,	0.1218274111675127,0.2865671641791045,
112,31,201,	0.025056947608200455,0.03283582089552239,
173,410,201,	0.28125,0.2417910447761194,	1.0,1.0,
175,412,201,	0.01832460732984293,0.041791044776119404,
239,2,201,	0.044444444444444446,0.005970149253731343,
344,349,201,	0.033707865168539325,0.008955223880597015,
147,384,201,	0.17647058823529413,0.026865671641791045,
101,338,201,	0.038028169014084505,0.08059701492537313,
111,452,201,	0.07575757575757576,0.014925373134328358,
183,420,201,	0.021208907741251327,0.05970149253731343,
315,78,201,	0.06666666666666667,0.011940298507462687,
410,173,201,	0.058823529411764705,0.041791044776119404,
249,31,201,	0.07792207792207792,0.01791044776119403,
373,173,201,	0.19047619047619047,0.011940298507462687,
79,316,201,	0.1218274111675127,0.2865671641791045,
216,453,201,	0.028938906752411574,0.026865671641791045,
5,242,201,	0.02945859872611465,0.11044776119402985,
10,247,201,	0.2808988764044944,0.14925373134328357,
112,249,201,	0.02097902097902098,0.01791044776119403,
460,223,201,	0.0425531914893617,0.05373134328358209,
31,349,201,	0.033783783783783786,0.029850746268656716,
349,349,201,	0.02145214521452145,0.03880597014925373,
410,348,201,	0.03759398496240601,0.029850746268656716,
344,249,201,	0.019230769230769232,0.005970149253731343,
348,348,201,	0.4,0.005970149253731343,
158,395,201,	0.28378378378378377,0.0626865671641791,
344,12,201,	0.010309278350515464,0.0029850746268656717,
112,349,201,	0.02593192868719611,0.04776119402985075,
88,325,201,	0.08811188811188811,0.1880597014925373,
111,410,201,	0.3333333333333333,0.0029850746268656717,
83,320,201,	0.010154738878143133,0.0626865671641791,
309,247,201,	0.19444444444444445,0.041791044776119404,
323,86,201,	0.02631578947368421,0.005970149253731343,
107,268,201,	0.047619047619047616,0.005970149253731343,
410,309,201,	0.05185185185185185,0.020895522388059702,
72,309,201,	0.025,0.03880597014925373,
112,344,201,	0.0273972602739726,0.011940298507462687,
378,141,201,	0.49019607843137253,0.14925373134328357,
349,112,201,	0.02197802197802198,0.041791044776119404,
118,355,201,	0.12638888888888888,0.2716417910447761,
31,268,201,	0.08290155440414508,0.04776119402985075,
119,356,201,	0.02666666666666667,0.01791044776119403,
310,312,201,	0.0761478163493841,0.20298507462686566,
306,69,201,	0.7142857142857143,0.014925373134328358,
196,433,201,	0.09554140127388536,0.13432835820895522,
247,348,201,	0.08695652173913043,0.011940298507462687,
410,10,201,	0.13043478260869565,0.01791044776119403,
7,244,201,	0.16004296455424274,0.44477611940298506,
112,107,201,	0.022058823529411766,0.008955223880597015,
18,255,201,	0.5,0.0029850746268656717,
187,424,201,	0.4084507042253521,0.08656716417910448,
420,183,201,	0.3333333333333333,0.0029850746268656717,
59,296,201,	0.07130434782608695,0.12238805970149254,
225,462,201,	0.16129032258064516,0.029850746268656716,
107,349,201,	0.04819277108433735,0.011940298507462687,
263,26,201,	0.1111111111111111,0.014925373134328358,
214,451,201,	0.058165548098434,0.23283582089552238,
410,452,201,	0.0967741935483871,0.008955223880597015,
249,268,201,	0.10526315789473684,0.01791044776119403,
232,469,201,	0.10805500982318271,0.16417910447761194,
56,293,201,	0.05435952637244349,0.30149253731343284,
349,12,201,	0.026022304832713755,0.020895522388059702,
12,344,201,	0.05952380952380952,0.014925373134328358,
23,260,201,	0.5,0.0029850746268656717,
348,215,201,	0.32019704433497537,0.19402985074626866,
75,73,201,	0.10178571428571428,0.1701492537313433,
10,72,201,	0.1111111111111111,0.041791044776119404,
118,316,201,	0.12638888888888888,0.2716417910447761,
94,94,201,	1.0,0.0029850746268656717,
138,375,201,	0.25,0.0029850746268656717,
278,41,201,	0.3333333333333333,0.1701492537313433,
384,147,201,	0.35714285714285715,0.014925373134328358,
137,374,201,	0.064,0.023880597014925373,
31,112,201,	0.0297029702970297,0.026865671641791045,
173,215,201,	0.3925233644859813,0.1253731343283582,
111,348,201,	0.031055900621118012,0.04477611940298507,
309,72,201,	0.10837988826815642,0.28955223880597014,
43,433,201,	0.10277777777777777,0.11044776119402985,
107,112,201,	0.050505050505050504,0.014925373134328358,
410,136,201,	0.26666666666666666,0.011940298507462687,
379,142,201,	0.0532258064516129,0.09850746268656717,
124,361,201,	0.13004484304932734,0.17313432835820897,
215,173,201,	0.1,0.005970149253731343,
84,321,201,	0.05756013745704467,0.2,
215,309,201,	0.06976744186046512,0.008955223880597015,
188,425,201,	0.21739130434782608,0.2835820895522388,
211,448,201,	0.3017241379310345,0.1044776119402985,
344,344,201,	0.08974358974358974,0.020895522388059702,
349,31,201,	0.020361990950226245,0.026865671641791045,
107,344,201,	0.08536585365853659,0.020895522388059702,
111,173,201,	0.029239766081871343,0.029850746268656716,
348,72,201,	0.15463917525773196,0.22388059701492538,
173,111,201,	0.23170731707317074,0.22686567164179106,	1.0,1.0,
107,107,201,	0.11290322580645161,0.020895522388059702,
452,215,201,	0.3021276595744681,0.21194029850746268,
190,427,201,	0.019230769230769232,0.0029850746268656717,
247,173,201,	0.125,0.014925373134328358,
148,385,201,	0.22633744855967078,0.3283582089552239,
72,10,201,	0.04310344827586207,0.014925373134328358,
331,331,201,	1.0,0.0029850746268656717,
123,360,201,	0.06504065040650407,0.023880597014925373,
236,473,201,	0.06666666666666667,0.005970149253731343,
443,206,201,	0.12551867219917012,0.3611940298507463,
112,112,201,	0.0203125,0.03880597014925373,
223,460,201,	0.22180451127819548,0.1761194029850746,
346,109,201,	0.0532258064516129,0.19701492537313434,
328,91,201,	0.018404907975460124,0.05373134328358209,
349,249,201,	0.025735294117647058,0.020895522388059702,
75,312,201,	0.13345195729537365,0.22388059701492538,
331,94,201,	1.0,0.005970149253731343,
196,280,201,	0.09174311926605505,0.11940298507462686,
12,12,201,	0.10204081632653061,0.04477611940298507,
83,153,201,	0.010279001468428781,0.041791044776119404,
349,344,201,	0.025806451612903226,0.011940298507462687,
31,12,201,	0.044642857142857144,0.014925373134328358,
42,279,201,	0.05779569892473118,0.25671641791044775,
75,320,201,	0.014903129657228018,0.029850746268656716,
12,112,201,	0.06557377049180328,0.023880597014925373,
268,31,201,	0.059574468085106386,0.041791044776119404,
124,280,201,	0.1278538812785388,0.16716417910447762,
301,64,201,	0.15846994535519127,0.08656716417910448,
249,12,201,	0.09271523178807947,0.041791044776119404,
136,72,201,	0.2345679012345679,0.056716417910447764,
249,249,201,	0.0880503144654088,0.041791044776119404,
455,218,201,	0.05521472392638037,0.026865671641791045,
166,403,201,	0.32653061224489793,0.04776119402985075,
268,268,201,	0.07608695652173914,0.041791044776119404,
2,239,201,	0.07407407407407407,0.011940298507462687,
124,433,201,	0.12719298245614036,0.17313432835820897,
173,373,201,	0.3047619047619048,0.0955223880597015,
94,331,201,	1.0,0.005970149253731343,
223,183,201,	1.0,0.0029850746268656717,
31,31,201,	0.059322033898305086,0.041791044776119404,
72,348,201,	0.024922118380062305,0.023880597014925373,
112,268,201,	0.026881720430107527,0.029850746268656716,
12,249,201,	0.0967741935483871,0.04477611940298507,
107,31,201,	0.021739130434782608,0.0029850746268656717,
309,373,201,	0.17894736842105263,0.050746268656716415,
136,111,201,	0.312,0.11641791044776119,
373,309,201,	0.06666666666666667,0.008955223880597015,
31,344,201,	0.02564102564102564,0.005970149253731343,
72,452,201,	0.045454545454545456,0.014925373134328358,
235,472,201,	0.1073170731707317,0.13134328358208955,
10,215,201,	0.19014084507042253,0.08059701492537313,
452,247,201,	0.2540983606557377,0.09253731343283582,
181,418,201,	0.14705882352941177,0.014925373134328358,
344,268,201,	0.023255813953488372,0.0029850746268656717,
183,297,201,	0.05625,0.026865671641791045,
247,309,201,	0.057971014492753624,0.011940298507462687,
98,335,201,	0.1431924882629108,0.3641791044776119,
452,72,201,	0.16783216783216784,0.07164179104477612,
326,89,201,	0.1375,0.03283582089552239,
22,259,201,	0.02188183807439825,0.029850746268656716,
