103,	0.0743801652892562,0.012211668928086838,	0.04854368932038835,0.011013215859030838,
86,48,	0.09090909090909091,0.005427408412483039,	0.17391304347826086,0.00881057268722467,
86,285,	0.09090909090909091,0.005427408412483039,	0.15384615384615385,0.00881057268722467,
86,69,	0.04081632653061224,0.0027137042062415195,	0.0625,0.004405286343612335,
86,2,	0.03238095238095238,0.023066485753052916,	0.034013605442176874,0.022026431718061675,
86,344,	0.05405405405405406,0.008141112618724558,	0.0759493670886076,0.013215859030837005,
86,289,	0.08421052631578947,0.010854816824966078,	0.07407407407407407,0.00881057268722467,
86,107,	0.05,0.008141112618724558,	0.06976744186046512,0.013215859030837005,
86,249,	0.03418803418803419,0.005427408412483039,	0.056338028169014086,0.00881057268722467,
86,12,	0.034482758620689655,0.005427408412483039,	0.05333333333333334,0.00881057268722467,
86,268,	0.013029315960912053,0.005427408412483039,	0.012121212121212121,0.004405286343612335,
86,239,	0.022397891963109356,0.023066485753052916,	0.02247191011235955,0.022026431718061675,
86,306,	0.04081632653061224,0.0027137042062415195,	0.07142857142857142,0.004405286343612335,
86,52,	0.0851063829787234,0.010854816824966078,	0.06779661016949153,0.00881057268722467,
86,31,	0.013201320132013201,0.005427408412483039,	0.011976047904191617,0.004405286343612335,
86,349,	0.017361111111111112,0.013568521031207599,	0.018867924528301886,0.015418502202643172,
86,112,	0.01763668430335097,0.013568521031207599,	0.018666666666666668,0.015418502202643172,
86,373,173,	0.176056338028169,0.033921302578018994,	0.16666666666666666,0.04185022026431718,
86,72,348,	0.06529516994633273,0.19810040705563092,	0.07704160246533127,0.22026431718061673,
86,287,50,	0.011604825164147198,0.10312075983717775,	0.012311557788944723,0.10792951541850221,
86,344,268,	0.03508771929824561,0.0027137042062415195,	0.043478260869565216,0.004405286343612335,
86,268,348,	0.05555555555555555,0.0013568521031207597,
86,323,86,	0.13739591218773656,0.9850746268656716,	0.29089709762532984,0.9713656387665198,
86,141,378,	0.18666666666666668,0.07598371777476255,	0.22,0.07268722466960352,
86,344,31,	0.03389830508474576,0.0027137042062415195,	0.04081632653061224,0.004405286343612335,
86,111,31,	0.25,0.0013568521031207597,
86,349,112,	0.07047685834502104,0.2727272727272727,	0.06443298969072164,0.2753303964757709,
86,112,107,	0.015873015873015872,0.004070556309362279,	0.022222222222222223,0.006607929515418502,
86,349,268,	0.06824324324324324,0.13704206241519673,	0.05771248688352571,0.1211453744493392,
86,111,452,	0.15254237288135594,0.048846675712347354,	0.17777777777777778,0.05286343612334802,
86,107,268,	0.03508771929824561,0.0027137042062415195,	0.046511627906976744,0.004405286343612335,
86,111,349,	0.2,0.0013568521031207597,
86,268,344,	0.02702702702702703,0.0027137042062415195,	0.06451612903225806,0.004405286343612335,
86,407,309,	0.023605150214592276,0.014925373134328358,	0.03717472118959108,0.022026431718061675,
86,268,12,	0.04854368932038835,0.0067842605156037995,	0.07692307692307693,0.00881057268722467,
86,12,268,	0.022058823529411766,0.004070556309362279,	0.022222222222222223,0.004405286343612335,
86,111,10,	0.1889400921658986,0.05563093622795115,	0.2222222222222222,0.06607929515418502,
86,349,349,	0.06497175141242938,0.2496607869742198,	0.05986465382613222,0.2533039647577093,
86,12,112,	0.016574585635359115,0.008141112618724558,	0.020491803278688523,0.011013215859030838,
86,72,309,	0.06401384083044982,0.3514246947082768,	0.07867897037396794,0.3568281938325991,
86,215,452,	0.8166666666666667,0.06648575305291723,	0.8157894736842105,0.06828193832599119,
86,249,349,	0.017326732673267328,0.009497964721845319,	0.024,0.013215859030837005,
86,349,348,	0.3333333333333333,0.0013568521031207597,
86,31,349,	0.09796672828096119,0.14382632293080055,	0.09251101321585903,0.13876651982378854,
86,175,412,	0.01279036420992257,0.30257801899592945,	0.014921751789397064,0.2709251101321586,
86,410,10,	0.17557251908396945,0.031207598371777476,	0.2159090909090909,0.04185022026431718,
