353,198,	1.0,0.01652892561983471,	1.0,0.01652892561983471,
136,119,	0.011363636363636364,0.008264462809917356,	0.011627906976744186,0.008264462809917356,
26,119,	0.6739130434782609,0.256198347107438,	0.6739130434782609,0.256198347107438,
159,198,	0.6666666666666666,0.01652892561983471,	0.6666666666666666,0.01652892561983471,
166,119,	0.022727272727272728,0.008264462809917356,	0.022727272727272728,0.008264462809917356,
173,119,	0.2937853107344633,0.4297520661157025,	0.2937853107344633,0.4297520661157025,
219,119,	0.7215189873417721,0.47107438016528924,	0.7307692307692307,0.47107438016528924,
111,119,	1.0,0.008264462809917356,	1.0,0.008264462809917356,
116,198,	1.0,0.01652892561983471,	1.0,0.01652892561983471,
253,119,	0.6923076923076923,0.0743801652892562,	0.6923076923076923,0.0743801652892562,
396,198,	0.6666666666666666,0.01652892561983471,	0.6666666666666666,0.01652892561983471,
429,119,	0.656,0.6776859504132231,	0.6721311475409836,0.6776859504132231,
348,119,	0.2703583061889251,0.6859504132231405,	0.2703583061889251,0.6859504132231405,
473,119,	0.7377049180327869,0.371900826446281,	0.8333333333333334,0.08264462809917356,
429,112,119,	0.6190476190476191,0.6446280991735537,	0.6341463414634146,0.6446280991735537,
429,410,198,	0.75,0.6198347107438017,	0.7575757575757576,0.6198347107438017,
310,153,119,	0.07784431137724551,0.7520661157024794,
278,67,119,	0.2125748502994012,0.5867768595041323,	0.391304347826087,0.1487603305785124,
429,456,198,	0.8125,0.5371900826446281,	0.8227848101265823,0.5371900826446281,
219,12,119,	0.6666666666666666,0.03305785123966942,	0.6666666666666666,0.03305785123966942,
173,349,119,	0.17015706806282724,0.5371900826446281,	0.17015706806282724,0.5371900826446281,
75,312,198,	0.5059523809523809,0.7024793388429752,
26,192,198,	0.8235294117647058,0.23140495867768596,	0.8235294117647058,0.23140495867768596,
219,236,198,	0.82,0.33884297520661155,	0.82,0.33884297520661155,
429,107,119,	1.0,0.024793388429752067,	1.0,0.024793388429752067,
429,236,198,	0.8311688311688312,0.5289256198347108,	0.9285714285714286,0.10743801652892562,
473,31,119,	0.7272727272727273,0.2644628099173554,	0.8,0.06611570247933884,
348,263,198,	0.24661246612466126,0.7520661157024794,	0.24661246612466126,0.7520661157024794,
473,236,198,	0.7808219178082192,0.47107438016528924,	0.8666666666666667,0.10743801652892562,
348,348,119,	0.5,0.05785123966942149,	0.5,0.05785123966942149,
473,349,119,	0.75,0.371900826446281,	0.8333333333333334,0.08264462809917356,
26,11,119,	0.6666666666666666,0.03305785123966942,	0.6666666666666666,0.03305785123966942,
26,2,119,	0.6666666666666666,0.049586776859504134,	0.6666666666666666,0.049586776859504134,
173,410,198,	0.4072398190045249,0.743801652892562,	0.4072398190045249,0.743801652892562,
278,41,198,	0.25,0.5950413223140496,	0.5625,0.1487603305785124,
348,268,119,	0.1777301927194861,0.6859504132231405,	0.1781115879828326,0.6859504132231405,
429,192,198,	0.7318840579710145,0.8347107438016529,	0.7426470588235294,0.8347107438016529,
348,236,198,	0.6458333333333334,0.512396694214876,	0.5185185185185185,0.11570247933884298,
473,268,119,	0.7380952380952381,0.256198347107438,	0.8,0.06611570247933884,
219,456,198,	0.8395061728395061,0.5619834710743802,	0.8395061728395061,0.5619834710743802,
26,248,119,	0.6,0.024793388429752067,	0.6,0.024793388429752067,
429,348,198,	1.0,0.01652892561983471,	1.0,0.01652892561983471,
111,349,119,	1.0,0.008264462809917356,	1.0,0.008264462809917356,
68,305,198,	0.45535714285714285,0.8429752066115702,	0.4834123222748815,0.8429752066115702,
219,31,119,	0.7391304347826086,0.2809917355371901,	0.7555555555555555,0.2809917355371901,
348,410,198,	0.26495726495726496,0.768595041322314,	0.26495726495726496,0.768595041322314,
429,248,119,	1.0,0.008264462809917356,	1.0,0.008264462809917356,
348,456,198,	0.5,0.5041322314049587,	0.5,0.5041322314049587,
26,349,119,	0.5740740740740741,0.512396694214876,	0.5849056603773585,0.512396694214876,
429,268,119,	0.648936170212766,0.5041322314049587,	0.6559139784946236,0.5041322314049587,
198,356,119,	1.0,1.0,
26,236,198,	0.7272727272727273,0.1322314049586777,	0.7272727272727273,0.1322314049586777,
429,249,119,	0.7222222222222222,0.10743801652892562,	0.7222222222222222,0.10743801652892562,
173,344,119,	0.05813953488372093,0.04132231404958678,	0.05813953488372093,0.04132231404958678,
173,268,119,	0.2571428571428571,0.4462809917355372,	0.2571428571428571,0.4462809917355372,
219,344,119,	1.0,0.008264462809917356,	1.0,0.008264462809917356,
310,312,198,	0.5263157894736842,0.8264462809917356,
473,72,198,	1.0,0.008264462809917356,
173,248,119,	0.05555555555555555,0.008264462809917356,	0.05555555555555555,0.008264462809917356,
219,410,198,	0.8113207547169812,0.35537190082644626,	0.8113207547169812,0.35537190082644626,
429,263,198,	0.9333333333333333,0.23140495867768596,	0.9333333333333333,0.23140495867768596,
473,263,198,	0.8823529411764706,0.12396694214876033,	0.8333333333333334,0.04132231404958678,
310,320,119,	0.07524454477050414,0.8264462809917356,
182,419,198,	0.34576271186440677,0.8429752066115702,	0.5079365079365079,0.7933884297520661,
348,12,119,	0.10245901639344263,0.2066115702479339,	0.10245901639344263,0.2066115702479339,
173,111,198,	0.28104575163398693,0.7107438016528925,	0.28104575163398693,0.7107438016528925,
348,306,119,	0.23809523809523808,0.04132231404958678,	0.23809523809523808,0.04132231404958678,
429,111,198,	0.717741935483871,0.7355371900826446,	0.7235772357723578,0.7355371900826446,
26,410,198,	0.6864406779661016,0.6694214876033058,	0.6982758620689655,0.6694214876033058,
473,348,198,	1.0,0.008264462809917356,
26,112,119,	0.5675675675675675,0.5206611570247934,	0.5779816513761468,0.5206611570247934,
473,12,119,	0.75,0.049586776859504134,	0.6,0.024793388429752067,
348,111,198,	0.20222634508348794,0.9008264462809917,	0.20222634508348794,0.9008264462809917,
429,2,119,	0.7142857142857143,0.04132231404958678,	0.7142857142857143,0.04132231404958678,
26,107,119,	0.5,0.06611570247933884,	0.5,0.06611570247933884,
198,435,198,	1.0,1.0,
173,236,198,	0.6779661016949152,0.3305785123966942,	0.6779661016949152,0.3305785123966942,
111,111,198,	0.0625,0.008264462809917356,	0.0625,0.008264462809917356,
473,111,198,	0.7727272727272727,0.4214876033057851,	0.8666666666666667,0.10743801652892562,
219,192,198,	0.7317073170731707,0.49586776859504134,	0.7317073170731707,0.49586776859504134,
429,11,119,	1.0,0.008264462809917356,	1.0,0.008264462809917356,
111,348,198,	1.0,0.008264462809917356,	1.0,0.008264462809917356,
173,107,119,	0.06818181818181818,0.049586776859504134,	0.06818181818181818,0.049586776859504134,
473,456,198,	0.7551020408163265,0.30578512396694213,	0.8333333333333334,0.04132231404958678,
