38,	0.016602809706257982,0.11607142857142858,	0.016971279373368148,0.11607142857142858,
112,149,	0.017857142857142856,0.044642857142857144,	0.017857142857142856,0.044642857142857144,
349,149,	0.018050541516245487,0.044642857142857144,	0.018050541516245487,0.044642857142857144,
263,154,	0.037037037037037035,0.05357142857142857,
111,178,	0.017006802721088437,0.13392857142857142,	0.017006802721088437,0.13392857142857142,
352,149,	0.1,0.008928571428571428,	0.1,0.008928571428571428,
306,38,	0.03225806451612903,0.03571428571428571,	0.03225806451612903,0.03571428571428571,
268,149,	0.018018018018018018,0.017857142857142856,	0.018018018018018018,0.017857142857142856,
31,149,	0.019230769230769232,0.017857142857142856,	0.019230769230769232,0.017857142857142856,
107,38,	0.014577259475218658,0.044642857142857144,	0.014705882352941176,0.044642857142857144,
69,149,	0.13333333333333333,0.017857142857142856,	0.13333333333333333,0.017857142857142856,
306,149,	0.14285714285714285,0.017857142857142856,	0.14285714285714285,0.017857142857142856,
72,154,	0.013311688311688311,0.7321428571428571,	0.016253716551040635,0.7321428571428571,
12,149,	0.10256410256410256,0.03571428571428571,	0.10256410256410256,0.03571428571428571,
150,20,	0.010822510822510822,0.13392857142857142,	0.011177347242921014,0.13392857142857142,
12,38,	0.02903225806451613,0.08035714285714286,	0.02903225806451613,0.08035714285714286,
344,38,	0.014285714285714285,0.044642857142857144,	0.01440922190201729,0.044642857142857144,
69,38,	0.023622047244094488,0.026785714285714284,	0.023809523809523808,0.026785714285714284,
115,149,	0.09090909090909091,0.008928571428571428,	0.09090909090909091,0.008928571428571428,
268,38,	0.010964912280701754,0.08928571428571429,	0.010964912280701754,0.08928571428571429,
460,4,	0.023411371237458192,0.0625,	0.02054794520547945,0.05357142857142857,
263,178,	0.050724637681159424,0.375,	0.045454545454545456,0.05357142857142857,
72,178,	0.03773584905660377,0.03571428571428571,	0.0380952380952381,0.03571428571428571,
249,149,	0.0975609756097561,0.03571428571428571,	0.0975609756097561,0.03571428571428571,
11,149,	0.125,0.008928571428571428,	0.125,0.008928571428571428,
248,149,	0.125,0.008928571428571428,	0.125,0.008928571428571428,
349,38,	0.01289134438305709,0.1875,	0.012987012987012988,0.1875,
112,4,	0.037037037037037035,0.008928571428571428,	0.037037037037037035,0.008928571428571428,
365,154,	0.1348314606741573,0.10714285714285714,
249,38,	0.022364217252396165,0.0625,	0.022364217252396165,0.0625,
112,38,	0.012620192307692308,0.1875,	0.012727272727272728,0.1875,
215,348,149,	0.023809523809523808,0.008928571428571428,	0.045454545454545456,0.008928571428571428,
344,349,149,	0.03626943005181347,0.0625,	0.03626943005181347,0.0625,
150,387,149,	0.028345016763181956,0.8303571428571429,	0.02877015491621878,0.8125,
31,344,149,	0.0297029702970297,0.026785714285714284,	0.0297029702970297,0.026785714285714284,
53,290,149,	0.03374233128834356,0.09821428571428571,
304,67,149,	0.030245746691871456,0.14285714285714285,
249,107,149,	0.046153846153846156,0.026785714285714284,	0.046153846153846156,0.026785714285714284,
18,255,149,	0.04,0.044642857142857144,	0.027777777777777776,0.026785714285714284,
83,320,149,	0.027354024197790636,0.4642857142857143,	0.02127659574468085,0.05357142857142857,
31,268,149,	0.06944444444444445,0.17857142857142858,	0.06944444444444445,0.17857142857142858,
344,107,149,	0.20224719101123595,0.16071428571428573,	0.20224719101123595,0.16071428571428573,
181,418,149,	0.13513513513513514,0.044642857142857144,	0.13513513513513514,0.044642857142857144,
112,12,149,	0.05333333333333334,0.07142857142857142,	0.05333333333333334,0.07142857142857142,
249,112,149,	0.035,0.0625,	0.035,0.0625,
384,348,149,	0.07407407407407407,0.017857142857142856,	0.18181818181818182,0.017857142857142856,
306,306,149,	0.8461538461538461,0.09821428571428571,	0.8461538461538461,0.09821428571428571,
107,344,149,	0.20212765957446807,0.16964285714285715,	0.20212765957446807,0.16964285714285715,
247,173,149,	0.08,0.017857142857142856,	0.18181818181818182,0.017857142857142856,
215,452,149,	1.0,0.008928571428571428,	1.0,0.008928571428571428,
349,12,149,	0.06569343065693431,0.08035714285714286,	0.06569343065693431,0.08035714285714286,
349,249,149,	0.04678362573099415,0.07142857142857142,	0.04678362573099415,0.07142857142857142,
192,429,149,	0.14285714285714285,0.017857142857142856,
31,349,149,	0.04184100418410042,0.17857142857142858,	0.04184100418410042,0.17857142857142858,
183,420,149,	0.0492845786963434,0.5535714285714286,	0.03892733564013841,0.4017857142857143,
201,438,149,	0.041666666666666664,0.008928571428571428,
72,10,149,	0.06593406593406594,0.05357142857142857,	0.06593406593406594,0.05357142857142857,
403,348,149,	0.041666666666666664,0.008928571428571428,
390,320,149,	0.02882882882882883,0.2857142857142857,
344,344,149,	0.17708333333333334,0.15178571428571427,	0.17708333333333334,0.15178571428571427,
268,344,149,	0.019801980198019802,0.017857142857142856,	0.019801980198019802,0.017857142857142856,
72,309,149,	0.0704,0.7857142857142857,	0.07867132867132867,0.4017857142857143,
69,306,149,	0.8,0.10714285714285714,	0.8,0.10714285714285714,
248,11,149,	0.46153846153846156,0.05357142857142857,	0.46153846153846156,0.05357142857142857,
337,100,149,	0.18518518518518517,0.044642857142857144,	0.125,0.017857142857142856,
365,128,149,	0.8208955223880597,0.49107142857142855,	0.75,0.026785714285714284,
60,420,149,	0.04058272632674298,0.3482142857142857,	0.030162412993039442,0.23214285714285715,
111,136,149,	0.1875,0.026785714285714284,	0.1875,0.026785714285714284,
249,249,149,	0.11851851851851852,0.14285714285714285,	0.11851851851851852,0.14285714285714285,
239,2,149,	0.11764705882352941,0.017857142857142856,	0.11764705882352941,0.017857142857142856,
349,112,149,	0.04640883977900553,0.375,	0.046460176991150445,0.375,
249,268,149,	0.01282051282051282,0.008928571428571428,	0.01282051282051282,0.008928571428571428,
111,173,149,	0.10357142857142858,0.25892857142857145,	0.10357142857142858,0.25892857142857145,
31,249,149,	0.02247191011235955,0.017857142857142856,	0.02247191011235955,0.017857142857142856,
236,473,149,	0.09375,0.026785714285714284,	0.06896551724137931,0.017857142857142856,
22,259,149,	0.02188183807439825,0.08928571428571429,
463,226,149,	0.26666666666666666,0.03571428571428571,	0.26666666666666666,0.03571428571428571,
12,349,149,	0.0335195530726257,0.05357142857142857,	0.0335195530726257,0.05357142857142857,
112,344,149,	0.04060913705583756,0.07142857142857142,	0.04060913705583756,0.07142857142857142,
72,348,149,	0.09503239740820735,0.39285714285714285,	0.11351351351351352,0.1875,
384,309,149,	0.024691358024691357,0.017857142857142856,	0.06451612903225806,0.017857142857142856,
111,348,149,	0.07507987220447285,0.41964285714285715,	0.10330578512396695,0.22321428571428573,
112,349,149,	0.048368953880764905,0.38392857142857145,	0.04842342342342342,0.38392857142857145,
349,344,149,	0.043689320388349516,0.08035714285714286,	0.043689320388349516,0.08035714285714286,
177,414,149,	0.3076923076923077,0.03571428571428571,	0.3076923076923077,0.03571428571428571,
83,153,149,	0.028720626631853787,0.39285714285714285,
306,69,149,	0.8,0.10714285714285714,	0.8,0.10714285714285714,
410,348,149,	0.08626198083067092,0.24107142857142858,	0.13076923076923078,0.15178571428571427,
141,378,149,	0.25,0.017857142857142856,	0.25,0.017857142857142856,
60,297,149,	0.06983805668016195,0.6160714285714286,	0.043256997455470736,0.30357142857142855,
384,173,149,	0.06666666666666667,0.008928571428571428,	0.25,0.008928571428571428,
31,112,149,	0.03822937625754527,0.16964285714285715,	0.03822937625754527,0.16964285714285715,
249,349,149,	0.03804347826086957,0.0625,	0.03804347826086957,0.0625,
12,268,149,	0.02666666666666667,0.017857142857142856,	0.02666666666666667,0.017857142857142856,
247,10,149,	0.3333333333333333,0.026785714285714284,	0.25,0.017857142857142856,
344,268,149,	0.024096385542168676,0.017857142857142856,	0.024096385542168676,0.017857142857142856,
31,12,149,	0.015151515151515152,0.008928571428571428,	0.015151515151515152,0.008928571428571428,
263,429,149,	0.14285714285714285,0.008928571428571428,
11,248,149,	0.46153846153846156,0.05357142857142857,	0.46153846153846156,0.05357142857142857,
31,107,149,	0.0379746835443038,0.026785714285714284,	0.0379746835443038,0.026785714285714284,
268,268,149,	0.06872852233676977,0.17857142857142858,	0.06872852233676977,0.17857142857142858,
107,31,149,	0.02,0.008928571428571428,	0.02,0.008928571428571428,
410,147,149,	0.125,0.008928571428571428,	0.16666666666666666,0.008928571428571428,
72,26,149,	0.1590909090909091,0.0625,	0.1590909090909091,0.0625,
12,112,149,	0.030303030303030304,0.05357142857142857,	0.030303030303030304,0.05357142857142857,
390,153,149,	0.0397196261682243,0.30357142857142855,	0.038461538461538464,0.008928571428571428,
12,12,149,	0.13559322033898305,0.14285714285714285,	0.13559322033898305,0.14285714285714285,
263,348,149,	0.12209302325581395,0.1875,	0.20588235294117646,0.0625,
12,31,149,	0.016129032258064516,0.008928571428571428,	0.016129032258064516,0.008928571428571428,
107,349,149,	0.03804347826086957,0.0625,	0.03804347826086957,0.0625,
344,12,149,	0.08108108108108109,0.026785714285714284,	0.08108108108108109,0.026785714285714284,
112,107,149,	0.05714285714285714,0.08928571428571429,	0.05714285714285714,0.08928571428571429,
175,412,149,	0.01948051948051948,0.13392857142857142,	0.01948051948051948,0.13392857142857142,
38,275,149,	0.026515151515151516,0.125,	0.02594810379241517,0.11607142857142858,
410,136,149,	0.25,0.017857142857142856,	0.5,0.008928571428571428,
111,26,149,	0.0811965811965812,0.16964285714285715,	0.0811965811965812,0.16964285714285715,
373,309,149,	0.024793388429752067,0.026785714285714284,	0.019230769230769232,0.008928571428571428,
455,218,149,	0.024242424242424242,0.03571428571428571,
410,309,149,	0.05956112852664577,0.16964285714285715,	0.05263157894736842,0.08035714285714286,
263,309,149,	0.13953488372093023,0.05357142857142857,
107,112,149,	0.035175879396984924,0.0625,	0.035175879396984924,0.0625,
268,112,149,	0.04073319755600815,0.17857142857142858,	0.04073319755600815,0.17857142857142858,
112,112,149,	0.04590163934426229,0.375,	0.045951859956236324,0.375,
111,452,149,	0.3333333333333333,0.017857142857142856,	0.3333333333333333,0.017857142857142856,
249,344,149,	0.04411764705882353,0.026785714285714284,	0.04411764705882353,0.026785714285714284,
249,12,149,	0.14049586776859505,0.15178571428571427,	0.14049586776859505,0.15178571428571427,
328,91,149,	0.0249609984399376,0.2857142857142857,	0.023114355231143552,0.16964285714285715,
268,249,149,	0.023529411764705882,0.017857142857142856,	0.023529411764705882,0.017857142857142856,
176,413,149,	0.05555555555555555,0.0625,	0.03571428571428571,0.008928571428571428,
373,348,149,	0.08333333333333333,0.026785714285714284,	0.05555555555555555,0.008928571428571428,
192,26,149,	0.012658227848101266,0.008928571428571428,	0.012658227848101266,0.008928571428571428,
247,348,149,	0.04838709677419355,0.026785714285714284,	0.09090909090909091,0.017857142857142856,
112,31,149,	0.05555555555555555,0.25,	0.055666003976143144,0.25,
12,107,149,	0.06779661016949153,0.03571428571428571,	0.06779661016949153,0.03571428571428571,
112,249,149,	0.049723756906077346,0.08035714285714286,	0.049723756906077346,0.08035714285714286,
373,173,149,	0.09090909090909091,0.017857142857142856,	0.1111111111111111,0.008928571428571428,
107,12,149,	0.07894736842105263,0.026785714285714284,	0.07894736842105263,0.026785714285714284,
226,463,149,	0.3125,0.044642857142857144,	0.3125,0.044642857142857144,
410,173,149,	0.16477272727272727,0.25892857142857145,	0.22784810126582278,0.16071428571428573,
263,173,149,	0.14492753623188406,0.08928571428571429,	0.20588235294117646,0.0625,
187,424,149,	0.1,0.008928571428571428,
349,107,149,	0.055248618784530384,0.08928571428571429,	0.055248618784530384,0.08928571428571429,
111,147,149,	0.13636363636363635,0.026785714285714284,	0.13636363636363635,0.026785714285714284,
247,309,149,	0.02027027027027027,0.026785714285714284,	0.034482758620689655,0.017857142857142856,
287,50,149,	0.015384615384615385,0.008928571428571428,	0.02,0.008928571428571428,
72,173,149,	0.13114754098360656,0.21428571428571427,	0.13114754098360656,0.21428571428571427,
93,330,149,	0.010678156612963657,0.5089285714285714,	0.020494972931167827,0.4732142857142857,
69,69,149,	0.7333333333333333,0.09821428571428571,	0.7333333333333333,0.09821428571428571,
107,107,149,	0.19318181818181818,0.15178571428571427,	0.19318181818181818,0.15178571428571427,
372,135,149,	0.011904761904761904,0.008928571428571428,	0.012048192771084338,0.008928571428571428,
107,268,149,	0.0273972602739726,0.017857142857142856,	0.0273972602739726,0.017857142857142856,
384,147,149,	0.2857142857142857,0.017857142857142856,	0.4,0.017857142857142856,
107,249,149,	0.07272727272727272,0.03571428571428571,	0.07272727272727272,0.03571428571428571,
349,349,149,	0.04756511891279728,0.375,	0.047619047619047616,0.375,
344,249,149,	0.07017543859649122,0.03571428571428571,	0.07017543859649122,0.03571428571428571,
410,10,149,	0.13636363636363635,0.026785714285714284,	0.15384615384615385,0.017857142857142856,
315,78,149,	0.09333333333333334,0.0625,	0.09333333333333334,0.0625,
149,386,149,	0.5067873303167421,1.0,	1.0,0.9732142857142857,
12,249,149,	0.1259259259259259,0.15178571428571427,	0.1259259259259259,0.15178571428571427,
268,31,149,	0.07,0.1875,	0.07,0.1875,
2,239,149,	0.1388888888888889,0.044642857142857144,	0.1388888888888889,0.044642857142857144,
326,89,149,	0.09473684210526316,0.08035714285714286,	0.10344827586206896,0.05357142857142857,
323,86,149,	0.019083969465648856,0.044642857142857144,
23,260,149,	1.0,0.008928571428571428,
344,112,149,	0.03398058252427184,0.0625,	0.03398058252427184,0.0625,
460,223,149,	0.06713286713286713,0.42857142857142855,	0.05917159763313609,0.26785714285714285,
183,297,149,	0.03590664272890485,0.35714285714285715,	0.02975557917109458,0.25,
12,344,149,	0.058823529411764705,0.03571428571428571,	0.058823529411764705,0.03571428571428571,
344,31,149,	0.017543859649122806,0.008928571428571428,	0.017543859649122806,0.008928571428571428,
111,309,149,	0.05337519623233909,0.30357142857142855,	0.05844155844155844,0.16071428571428573,
403,166,149,	0.5,0.008928571428571428,
112,268,149,	0.05162523900573614,0.24107142857142858,	0.05172413793103448,0.24107142857142858,
111,10,149,	0.10810810810810811,0.03571428571428571,	0.10810810810810811,0.03571428571428571,
410,26,149,	0.05172413793103448,0.05357142857142857,	0.14285714285714285,0.03571428571428571,
414,177,149,	0.18181818181818182,0.03571428571428571,	0.18181818181818182,0.03571428571428571,
373,136,149,	0.6,0.026785714285714284,	0.5,0.008928571428571428,
349,31,149,	0.0594059405940594,0.26785714285714285,	0.05952380952380952,0.26785714285714285,
111,166,149,	0.3333333333333333,0.008928571428571428,	0.3333333333333333,0.008928571428571428,
349,268,149,	0.05534351145038168,0.25892857142857145,	0.055449330783938815,0.25892857142857145,
72,452,149,	0.25,0.017857142857142856,	0.25,0.017857142857142856,
72,136,149,	0.23076923076923078,0.026785714285714284,	0.23076923076923078,0.026785714285714284,
31,31,149,	0.06440677966101695,0.16964285714285715,	0.06440677966101695,0.16964285714285715,
263,26,149,	0.16758241758241757,0.5446428571428571,	0.20930232558139536,0.08035714285714286,
268,107,149,	0.02531645569620253,0.017857142857142856,	0.02531645569620253,0.017857142857142856,
268,349,149,	0.04149377593360996,0.17857142857142858,	0.04149377593360996,0.17857142857142858,
72,147,149,	0.11363636363636363,0.044642857142857144,	0.11363636363636363,0.044642857142857144,
