179,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
87,	0.08080808080808081,0.015209125475285171,	0.12698412698412698,0.015209125475285171,
416,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
428,	1.0,1.0,	1.0,1.0,
324,	0.08080808080808081,0.015209125475285171,	0.12698412698412698,0.015209125475285171,
416,428,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
428,179,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
191,191,	1.0,1.0,	1.0,1.0,
179,428,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
7,138,	0.033278777959629025,0.46387832699619774,	0.03342923688176463,0.46387832699619774,
7,244,	0.023651304037156127,0.629277566539924,	0.023954262556086264,0.629277566539924,
179,191,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
428,416,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
264,27,	0.01981132075471698,0.039923954372623575,	0.01981132075471698,0.039923954372623575,
223,141,	0.038781163434903045,0.026615969581749048,	0.038781163434903045,0.026615969581749048,
378,460,	0.038781163434903045,0.026615969581749048,	0.03550295857988166,0.022813688212927757,
207,444,	0.012439834587485593,0.6977186311787072,	0.012584870722172691,0.6977186311787072,
378,141,	0.10980392156862745,0.10646387832699619,	0.1120162932790224,0.10456273764258556,
375,244,	0.033278777959629025,0.46387832699619774,	0.03342923688176463,0.46387832699619774,
416,191,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
191,179,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
428,191,	1.0,1.0,	1.0,1.0,
428,428,	1.0,1.0,	1.0,1.0,
146,383,	0.01033112582781457,0.1482889733840304,	0.01033112582781457,0.1482889733840304,
416,179,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
351,114,	0.02389409105586051,0.14068441064638784,
164,401,	0.020527859237536656,0.013307984790874524,	0.021021021021021023,0.013307984790874524,
179,416,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
416,416,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
191,428,	1.0,1.0,	1.0,1.0,
223,460,	0.17911975435005117,0.6653992395437263,	0.17930660888407368,0.629277566539924,
179,179,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
191,416,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
161,398,	0.017097496438021574,0.1596958174904943,	0.015384615384615385,0.005703422053231939,
207,444,138,	0.06666666666666667,0.0019011406844106464,	0.06666666666666667,0.0019011406844106464,
223,183,428,	1.0,0.0019011406844106464,	1.0,0.0019011406844106464,
416,207,444,	0.026486534530263978,0.5665399239543726,	0.026685770574012717,0.5665399239543726,
7,244,428,	0.10082241851964667,0.629277566539924,	0.10128518971848226,0.629277566539924,
416,179,179,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
375,207,444,	0.06666666666666667,0.0019011406844106464,	0.06666666666666667,0.0019011406844106464,
428,7,244,	0.10082241851964667,0.629277566539924,	0.10128518971848226,0.629277566539924,
207,444,191,	0.033666636088432254,0.6977186311787072,	0.0337875161112134,0.6977186311787072,
191,375,244,	0.06965458178703968,0.46387832699619774,	0.07001434720229555,0.46387832699619774,
191,191,179,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
179,416,428,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
191,443,206,	0.017183414269704895,0.17490494296577946,	0.011695906432748537,0.030418250950570342,
428,207,444,	0.033666636088432254,0.6977186311787072,	0.03390926730111799,0.6977186311787072,
428,179,179,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
428,420,460,	1.0,0.0019011406844106464,	1.0,0.0019011406844106464,
223,460,428,	0.2771179730799683,0.6653992395437263,	0.2786195286195286,0.629277566539924,
179,416,416,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
191,191,191,	1.0,1.0,	1.0,1.0,
428,191,416,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
179,223,460,	0.22629482071713147,0.5399239543726235,	0.22596964586846544,0.5095057034220533,
416,179,428,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
428,428,179,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
179,179,179,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
428,416,416,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
179,416,191,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
191,179,428,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
179,179,416,	0.797373358348968,0.8079847908745247,	0.797373358348968,0.8079847908745247,
191,207,444,	0.033666636088432254,0.6977186311787072,	0.03390926730111799,0.6977186311787072,
390,153,191,	0.014492753623188406,0.0038022813688212928,
138,375,428,	0.25,0.0019011406844106464,	0.25,0.0019011406844106464,
191,416,428,	1.0,0.8079847908745247,	1.0,0.8079847908745247,
390,153,428,	0.014492753623188406,0.0038022813688212928,
