18,	0.060431654676258995,0.017038539553752535,	0.060431654676258995,0.017038539553752535,
23,	0.26992753623188404,0.06044624746450304,	0.26992753623188404,0.06044624746450304,
127,	0.02112676056338028,0.0012170385395537525,	0.02112676056338028,0.0012170385395537525,
181,	0.03187250996015936,0.0032454361054766734,	0.03187250996015936,0.0032454361054766734,
183,	0.28651685393258425,0.43448275862068964,	0.28659352421728657,0.43448275862068964,
31,60,	0.013683266038582324,0.024746450304259635,	0.013683266038582324,0.024746450304259635,
349,7,	0.022857142857142857,0.0016227180527383367,	0.022857142857142857,0.0016227180527383367,
31,183,	0.011997507011530071,0.03123732251521298,	0.011997507011530071,0.03123732251521298,
460,7,	0.08088235294117647,0.05801217038539554,	0.08207217694994179,0.05720081135902637,
183,186,	0.33520900321543406,0.16916835699797161,	0.33520900321543406,0.16916835699797161,
112,18,	0.017684887459807074,0.004462474645030426,	0.017684887459807074,0.004462474645030426,
69,183,	0.016822429906542057,0.0036511156186612576,	0.016822429906542057,0.0036511156186612576,
111,235,	0.026651216685979143,0.027991886409736308,	0.026744186046511628,0.027991886409736308,
344,183,	0.021739130434782608,0.015821501014198783,	0.021739130434782608,0.015821501014198783,
268,23,	0.016611295681063124,0.004056795131845842,	0.016611295681063124,0.004056795131845842,
69,60,	0.02390438247011952,0.002434077079107505,	0.02390438247011952,0.002434077079107505,
248,60,	0.012658227848101266,0.0012170385395537525,	0.012658227848101266,0.0012170385395537525,
12,183,	0.017955801104972375,0.015821501014198783,	0.017955801104972375,0.015821501014198783,
306,60,	0.024793388429752067,0.002434077079107505,	0.024793388429752067,0.002434077079107505,
183,423,	0.33520900321543406,0.16916835699797161,	0.33520900321543406,0.16916835699797161,
344,60,	0.03117206982543641,0.010141987829614604,	0.03117206982543641,0.010141987829614604,
349,18,	0.01910828025477707,0.00486815415821501,	0.01910828025477707,0.00486815415821501,
107,183,	0.022515101592531575,0.01663286004056795,	0.022515101592531575,0.01663286004056795,
268,7,	0.03389830508474576,0.0016227180527383367,	0.03389830508474576,0.0016227180527383367,
2,60,	0.014553014553014554,0.005679513184584178,	0.014553014553014554,0.005679513184584178,
460,375,	0.02921400417342917,0.051115618661257606,	0.029503478052290717,0.04989858012170385,
249,183,	0.019417475728155338,0.017038539553752535,	0.019417475728155338,0.017038539553752535,
60,186,	1.0,0.3711967545638945,	1.0,0.3711967545638945,
72,235,	0.018835616438356163,0.03569979716024341,	0.018880068654795107,0.03569979716024341,
249,60,	0.016073478760045924,0.005679513184584178,	0.016073478760045924,0.005679513184584178,
268,60,	0.013628239499553172,0.024746450304259635,	0.013628239499553172,0.024746450304259635,
31,23,	0.016366612111292964,0.004056795131845842,	0.016366612111292964,0.004056795131845842,
2,183,	0.010945273631840797,0.008924949290060852,	0.010945273631840797,0.008924949290060852,
349,183,	0.010259221552196727,0.05314401622718053,	0.010277734191118782,0.05314401622718053,
60,423,	1.0,0.3711967545638945,	1.0,0.3711967545638945,
349,23,	0.013117283950617283,0.006896551724137931,	0.013127413127413128,0.006896551724137931,
268,18,	0.02535211267605634,0.0036511156186612576,	0.02535211267605634,0.0036511156186612576,
12,60,	0.016,0.005679513184584178,	0.016,0.005679513184584178,
31,18,	0.028328611898016998,0.004056795131845842,	0.028328611898016998,0.004056795131845842,
349,60,	0.011729857819905213,0.04016227180527383,	0.011740986717267553,0.04016227180527383,
112,23,	0.012738853503184714,0.006490872210953347,	0.012749003984063745,0.006490872210953347,
112,7,	0.026041666666666668,0.002028397565922921,	0.026041666666666668,0.002028397565922921,
306,183,	0.012,0.002434077079107505,	0.012,0.002434077079107505,
112,60,	0.011688311688311689,0.04016227180527383,	0.011700744592837726,0.04016227180527383,
31,7,	0.032,0.0016227180527383367,	0.032,0.0016227180527383367,
11,60,	0.01276595744680851,0.0012170385395537525,	0.01276595744680851,0.0012170385395537525,
107,60,	0.031407035175879394,0.010141987829614604,	0.031407035175879394,0.010141987829614604,
268,183,	0.011638733705772812,0.030425963488843813,	0.011638733705772812,0.030425963488843813,
239,60,	0.013078470824949699,0.005273833671399594,	0.013078470824949699,0.005273833671399594,
12,349,60,	0.020516867232195698,0.042190669371196754,	0.020516867232195698,0.042190669371196754,
323,86,60,	0.024394045670641417,0.12697768762677486,	0.019712825504989047,0.03286004056795132,
31,112,60,	0.0371456030754445,0.3135902636916836,	0.0371456030754445,0.3135902636916836,
31,31,60,	0.06280229746070133,0.33711967545638943,	0.06280229746070133,0.33711967545638943,
12,249,60,	0.11508951406649616,0.1460446247464503,	0.11508951406649616,0.1460446247464503,
31,268,60,	0.06603630862329804,0.354158215010142,	0.06603630862329804,0.354158215010142,
107,344,60,	0.16530426884650318,0.14766734279918864,	0.16530426884650318,0.14766734279918864,
410,348,183,	0.028061949417448138,0.16024340770791076,	0.028097880210556266,0.16024340770791076,
249,249,60,	0.10826771653543307,0.13387423935091278,	0.10826771653543307,0.13387423935091278,
460,223,183,	0.02009518773135907,0.2774847870182556,	0.020030165912518855,0.2693711967545639,
460,223,60,	0.046249294980259446,0.46572008113590263,	0.045657199471598416,0.4486815415821501,
249,12,60,	0.11954022988505747,0.14766734279918864,	0.11954022988505747,0.14766734279918864,
72,309,60,	0.039645490832825925,0.47545638945233265,	0.04309362897714329,0.460446247464503,
310,73,60,	0.01593625498007968,0.0016227180527383367,
263,26,183,	0.0347336306031448,0.12008113590263692,	0.03355618410902546,0.10588235294117647,
390,153,60,	0.02262977262977263,0.5135902636916836,	0.034074074074074076,0.08397565922920892,
349,12,60,	0.01729106628242075,0.03894523326572008,	0.017306652244456464,0.03894523326572008,
112,112,183,	0.011149070910757437,0.2713995943204868,	0.011177197848097037,0.2713995943204868,
344,112,60,	0.013011152416356878,0.022718052738336714,	0.013011152416356878,0.022718052738336714,
349,349,183,	0.01116556358308493,0.2689655172413793,	0.011194785897609078,0.2689655172413793,
247,309,60,	0.02864816472694718,0.03894523326572008,	0.030124426981008513,0.037322515212981744,
249,112,60,	0.01873767258382643,0.038539553752535496,	0.01873767258382643,0.038539553752535496,
410,173,183,	0.041828503137137735,0.17038539553752535,	0.04184934236747708,0.17038539553752535,
268,268,183,	0.021181240996638744,0.16105476673427993,	0.021181240996638744,0.16105476673427993,
268,31,183,	0.02160876757650951,0.16957403651115618,	0.02160876757650951,0.16957403651115618,
263,26,60,	0.09805735430157261,0.2150101419878296,	0.09692085141558174,0.19026369168357,
349,31,183,	0.013488070619463563,0.1772819472616633,	0.01350641322824911,0.1772819472616633,
60,423,186,	1.0,0.3711967545638945,	1.0,0.3711967545638945,
60,297,183,	0.07666601140161196,0.7910750507099391,	0.0635779506256341,0.6101419878296146,
349,344,60,	0.013300492610837438,0.021906693711967545,	0.01332675222112537,0.021906693711967545,
349,112,60,	0.030749335440764424,0.5208924949290061,	0.030843141964929138,0.5208924949290061,
112,268,183,	0.013800855528148125,0.1793103448275862,	0.01381768163061148,0.1793103448275862,
239,2,60,	0.052618069815195075,0.08316430020283976,	0.052618069815195075,0.08316430020283976,
111,309,183,	0.01639680262348842,0.16227180527383367,	0.016428454082470838,0.16227180527383367,
107,107,60,	0.14705882352941177,0.13387423935091278,	0.14705882352941177,0.13387423935091278,
410,309,183,	0.02005730659025788,0.09655172413793103,	0.02013195736761969,0.09655172413793103,
72,309,183,	0.013778705636743214,0.28113590263691685,	0.01461203292108622,0.2693711967545639,
268,268,60,	0.06246241731809982,0.33711967545638943,	0.06246241731809982,0.33711967545638943,
268,31,60,	0.06509139545251895,0.35537525354969574,	0.06509139545251895,0.35537525354969574,
349,31,60,	0.03718459495351926,0.32941176470588235,	0.03724770642201835,0.32941176470588235,
112,249,60,	0.02024584237165582,0.04543610547667343,	0.020267824828085413,0.04543610547667343,
107,112,60,	0.013471253307673804,0.022718052738336714,	0.013471253307673804,0.022718052738336714,
390,320,60,	0.010336015504023256,0.4413793103448276,	0.012949301522523937,0.06693711967545639,
410,173,60,	0.12599724896836315,0.3716024340770791,	0.12603192074848651,0.3716024340770791,
112,31,60,	0.03711142557173506,0.32981744421906695,	0.03717081199707389,0.32981744421906695,
60,297,60,	1.0,1.0,	1.0,0.701419878296146,
12,12,60,	0.1079136690647482,0.13387423935091278,	0.1079136690647482,0.13387423935091278,
60,420,60,	0.0578841130372833,0.7910750507099391,	0.04584806730886477,0.6101419878296146,
344,107,60,	0.15753424657534246,0.14929006085192698,	0.15753424657534246,0.14929006085192698,
349,112,183,	0.011400924127770709,0.27626774847870184,	0.01142674966860748,0.27626774847870184,
111,173,183,	0.02785344592754018,0.16592292089249494,	0.027899045020463847,0.16592292089249494,
72,348,60,	0.042686062743369335,0.23569979716024342,	0.04275202354672553,0.23569979716024342,
60,186,423,	1.0,0.3711967545638945,	1.0,0.3711967545638945,
112,112,60,	0.029480513285312218,0.5014198782961461,	0.02957150034691485,0.5014198782961461,
183,420,60,	0.023132838086109116,0.5874239350912779,	0.019490327924767334,0.486815415821501,
268,349,183,	0.01335698982324585,0.1618661257606491,	0.013380281690140845,0.1618661257606491,
410,348,60,	0.07718960538979788,0.32535496957403653,	0.07724164499662911,0.32535496957403653,
18,255,60,	0.03557015485687471,0.15375253549695742,	0.029701003278037152,0.12129817444219067,
60,186,186,	1.0,0.3711967545638945,	1.0,0.3711967545638945,
268,112,183,	0.013252125025098722,0.16064908722109533,	0.013272556642981633,0.16064908722109533,
2,239,60,	0.038755137991779216,0.10709939148073022,	0.038755137991779216,0.10709939148073022,
31,112,183,	0.013077858880778588,0.1569979716024341,	0.013094231094569447,0.1569979716024341,
83,153,60,	0.011257461129556052,0.503448275862069,	0.01562729273661042,0.08640973630831643,
344,344,60,	0.14696629213483145,0.13265720081135904,	0.14696629213483145,0.13265720081135904,
268,349,60,	0.036863495099211094,0.3127789046653144,	0.036863495099211094,0.3127789046653144,
31,31,183,	0.020951272419448705,0.16064908722109533,	0.020951272419448705,0.16064908722109533,
111,348,60,	0.06886528196184134,0.5286004056795132,	0.06888888888888889,0.5281947261663286,
112,12,60,	0.01838957329048384,0.04178498985801217,	0.0184060042887777,0.04178498985801217,
31,349,183,	0.013328822733423545,0.15983772819472616,	0.013351406302948152,0.15983772819472616,
60,244,7,	0.25938877907860725,0.6920892494929006,	0.25938877907860725,0.6920892494929006,
348,111,60,	1.0,0.0012170385395537525,	1.0,0.0012170385395537525,
410,309,60,	0.05538233110616184,0.1513184584178499,	0.05554728220402085,0.1513184584178499,
183,297,183,	0.03309727695635426,0.45314401622718053,	0.02530977298841651,0.3306288032454361,
349,107,60,	0.013281815986476696,0.02231237322515213,	0.013301088270858524,0.02231237322515213,
31,268,183,	0.022325531109789718,0.16754563894523328,	0.022325531109789718,0.16754563894523328,
60,138,375,	0.14153152371867142,0.6620689655172414,	0.14153152371867142,0.6620689655172414,
107,349,60,	0.013030888030888031,0.021906693711967545,	0.013030888030888031,0.021906693711967545,
